code,1m,3m,6m,12m
004870,11.2781954887218,-31.639722863741337,-37.28813559322034,-58.073654390934834
004890,1.6107382550335503,-6.5432098765432105,-3.196930946291565,-12.586605080831404
004910,-22.764227642276424,-31.034482758620683,-24.45328031809145,-39.10256410256411
004920,-14.371772805507742,-14.371772805507742,-15.247018739352637,-30.71030640668524
004960,-19.391891891891888,-20.200668896321073,48.93882646691636,63.42465753424658
004970,-4.140786749482405,-10.358180058083255,0.0,1.5350877192982448
004980,-16.333938294010885,-12.606635071090045,-6.962663975782036,-1.8104366347177825
004985,-11.700336700336699,-11.252115059221657,-4.6363636363636385,-25.602836879432623
004990,-9.154929577464788,-29.218106995884774,-18.867924528301884,12.910284463894971
00499K,-8.726003490401402,-17.896389324960747,-18.153364632237867,-1.3207547169811318
005010,4.572564612326047,14.721919302071985,27.053140096618367,9.469302809573366
005030,0.0,0.0,0.0,0.0
005070,-10.929853181076677,0.5524861878453136,4.597701149425282,45.989304812834234
005090,-27.696793002915456,7.592190889370931,117.06783369803064,112.41970021413277
005110,0.0,0.0,0.0,0.0
005160,-22.043795620437955,-8.56164383561644,-6.806282722513091,-27.44565217391305
005180,-4.127829560585883,-15.59202813599062,-3.8718291054739673,-21.568627450980394
005250,-5.5045871559633035,-17.80233271945979,-18.003674219228415,-2.2627737226277422
005257,-0.21141649048626032,-4.259634888438136,-7.632093933463802,12.380952380952381
005290,-4.311774461028195,5.484460694698345,63.22489391796322,92.65442404006679
005300,-11.951219512195122,-23.732394366197184,-9.220452640402343,1.3096351730589317
005305,-9.390243902439021,-16.516853932584276,8.151382823871911,14.30769230769231
005320,109.59692898272553,130.86680761099365,132.8358208955224,145.94594594594597
005360,-17.73371104815864,-22.103004291845497,-25.34704370179949,-28.823529411764703
005380,27.255639097744357,33.005893909626714,149.35543278084714,260.87420042643924
005385,4.125736738703334,-5.017921146953408,31.84079601990051,78.81241565452093
005387,4.5634920634920695,-5.892857142857144,28.850855745721283,75.54963357761493
005389,3.885480572597144,-4.331450094161959,26.683291770573557,71.27444369521241
005420,-17.863199547767096,-14.780058651026396,-19.63495575221239,-3.1333333333333324
005430,53.85934819897085,30.377906976744185,49.74958263772955,82.68839103869654
005440,-9.345156889495222,-7.322175732217573,56.53710247349824,137.74597495527726
005490,2.3142509135200884,6.598984771573613,33.545310015898245,60.61185468451242
005500,12.092027822364892,6.833248342682308,4.488778054862852,17.82902137232847
005610,-14.343029087261783,-16.43835616438356,-15.445544554455449,-30.90614886731392
005670,-6.63716814159292,0.0,1.2799999999999923,28.92057026476578
005680,0.9327115256495766,25.20661157024793,46.09450337512053,43.330179754020804
005690,-13.318284424379234,-10.280373831775702,-20.29060716139076,38.129496402877706
005710,-18.26215022091311,-27.781392322706566,-7.499999999999996,38.74999999999999
005720,-6.685633001422476,-11.94630872483221,12.908777969018924,37.23849372384937
005725,-7.853403141361259,-13.043478260869568,-2.8697571743929395,29.602356406480123
